Date,AAPL,AMZN,CVX,GOOGL,JPM,META,MSFT,NVDA,UNH,XOM
2022-12-08,140.52992248535156,90.3499984741211,152.9905242919922,93.00725555419922,123.41181945800781,114.62338256835938,241.62306213378906,17.151830673217773,518.6982421875,94.18517303466797
2022-12-09,140.0471954345703,89.08999633789062,148.10655212402344,92.13386535644531,122.7431411743164,115.18989562988281,239.68927001953125,16.983997344970703,510.443359375,93.39142608642578
2022-12-12,142.3425750732422,90.55000305175781,149.64930725097656,92.61026000976562,124.64707946777344,114.00717163085938,246.61373901367188,17.51746368408203,516.7482299804688,95.69146728515625
2022-12-13,143.30799865722656,92.48999786376953,152.98171997070312,94.91285705566406,124.52630615234375,119.41384887695312,250.92074584960938,18.05392837524414,509.5156555175781,96.73777770996094
2022-12-14,141.08157348632812,91.58000183105469,151.923828125,94.35707092285156,123.90409088134766,120.84503173828125,251.2137451171875,17.65632438659668,509.6482238769531,96.02519989013672
2022-12-15,134.4713134765625,88.44999694824219,150.7865753173828,90.17863464355469,120.82991790771484,115.4383544921875,243.19546508789062,16.93504524230957,499.53765869140625,95.1052017211914
2022-12-16,132.51092529296875,87.86000061035156,148.74124145507812,89.5831298828125,120.07762908935547,118.69825744628906,238.976318359375,16.554424285888672,495.7700500488281,94.43771362304688
2022-12-19,130.4027099609375,84.91999816894531,149.763916015625,87.77677917480469,120.79276275634766,113.7785873413086,234.83534240722656,16.237747192382812,495.67529296875,94.86164855957031
2022-12-20,130.333740234375,85.19000244140625,152.2235565185547,88.35243225097656,121.37786865234375,116.37259674072266,236.15382385253906,16.06891632080078,492.4661560058594,96.232666015625
2022-12-21,133.4369354248047,86.7699966430664,154.01316833496094,88.90824127197266,122.7431411743164,119.02623748779297,238.72239685058594,16.484498977661133,499.4052429199219,97.4683837890625
2022-12-22,130.26478576660156,83.79000091552734,151.7034149169922,87.10188293457031,121.35003662109375,116.40240478515625,232.6281280517578,15.323659896850586,498.9792785644531,95.50205993652344
2022-12-23,129.9003143310547,85.25,156.39346313476562,88.56086730957031,121.92585754394531,117.31678771972656,233.15548706054688,15.190793991088867,502.9741516113281,98.0276107788086
2022-12-27,128.09747314453125,83.04000091552734,158.35939025878906,86.73465728759766,122.35304260253906,116.16387939453125,231.42684936523438,14.106879234313965,503.617919921875,99.38960266113281
2022-12-28,124.16678619384766,81.81999969482422,156.02320861816406,85.37492370605469,123.02175903320312,114.91161346435547,229.05355834960938,14.021964073181152,500.2667541503906,97.75701141357422
2022-12-29,127.6837158203125,84.18000030517578,157.20452880859375,87.78670501708984,123.72760009765625,119.52317810058594,235.38221740722656,14.588397026062012,501.620361328125,98.49665069580078
2022-12-30,127.99897003173828,84.0,158.23597717285156,87.56836700439453,124.5448989868164,119.6026840209961,234.2200469970703,14.599386215209961,501.9043884277344,99.48883056640625
2023-01-03,123.21121215820312,85.81999969482422,153.3872528076172,88.45169067382812,125.4922103881836,123.97572326660156,233.9856414794922,14.300682067871094,490.9799499511719,96.0703125
2023-01-04,124.48202514648438,85.13999938964844,151.7563018798828,87.41947937011719,126.66244506835938,126.58961486816406,223.75038146972656,14.73425006866455,477.593994140625,96.34992980957031
2023-01-05,123.16194152832031,83.12000274658203,154.48924255371094,85.55357360839844,126.63439178466797,126.1622543334961,217.118896484375,14.250733375549316,463.82940673828125,98.50565338134766
2023-01-06,127.69358825683594,86.08000183105469,155.65292358398438,86.68502044677734,129.0576171875,129.22337341308594,219.677734375,14.84414005279541,463.86724853515625,99.6962661743164
2023-01-09,128.21568298339844,87.36000061035156,154.43634033203125,87.35993194580078,128.5242919921875,128.67672729492188,221.81658935546875,15.612371444702148,463.92413330078125,97.83818817138672
2023-01-10,128.78709411621094,89.87000274658203,155.1945037841797,87.7569351196289,129.67510986328125,132.17520141601562,223.50619506835938,15.893089294433594,460.0806884765625,99.29940032958984
2023-01-11,131.50607299804688,95.08999633789062,154.45396423339844,90.83369445800781,130.63876342773438,132.07577514648438,230.26463317871094,15.984996795654297,467.0859069824219,100.45394897460938
2023-01-12,131.42727661132812,95.2699966430664,156.11135864257812,90.44660949707031,130.50779724121094,135.87240600585938,232.9406280517578,16.494487762451172,469.2349853515625,102.12261962890625
2023-01-13,132.75717163085938,98.12000274658203,156.53451538085938,91.42918395996094,133.80113220214844,136.1407470703125,233.64381408691406,16.882102966308594,463.4602355957031,102.05950164794922
2023-01-17,133.919677734375,96.05000305175781,159.11756896972656,90.60540771484375,131.73341369628906,134.53065490722656,234.73770141601562,17.684295654296875,459.2096862792969,101.86103820800781
2023-01-18,133.20050048828125,95.45999908447266,156.2435760498047,90.43669891357422,127.77583312988281,132.2050018310547,230.30364990234375,17.359622955322266,450.84112548828125,99.76844024658203
2023-01-19,133.25961303710938,93.68000030517578,157.8040008544922,92.35222625732422,126.07301330566406,135.31581115722656,226.51426696777344,16.748233795166016,458.5281066894531,100.40885162353516
2023-01-20,135.8209686279297,97.25,159.47901916503906,97.2849349975586,126.38176727294922,138.51609802246094,234.61068725585938,17.82115936279297,460.7622375488281,102.2398681640625
2023-01-23,139.01283264160156,97.5199966430664,159.26742553710938,99.04166412353516,128.43075561523438,142.39218139648438,236.91558837890625,19.173810958862305,459.9007568359375,101.70771026611328
2023-01-24,140.41172790527344,96.31999969482422,159.4172821044922,96.96734619140625,129.53475952148438,142.26296997070312,236.38819885253906,19.24573516845703,465.3819580078125,102.65479278564453
2023-01-25,139.75167846679688,97.18000030517578,157.87452697753906,94.50593566894531,130.16160583496094,140.63304138183594,234.99159240722656,19.303674697875977,466.23394775390625,102.11359405517578
2023-01-26,141.82046508789062,99.22000122070312,165.5531463623047,96.7886962890625,130.9661865234375,146.3975067138672,242.20901489257812,19.78219985961914,466.2150573730469,106.2176284790039
2023-01-27,143.7611846923828,102.23999786376953,158.20071411132812,98.62482452392578,131.28433227539062,150.81028747558594,242.36529541015625,20.34463119506836,460.1280212402344,104.27835845947266
2023-01-30,140.87474060058594,100.55000305175781,153.57240295410156,96.21304321289062,130.1709747314453,146.15899658203125,237.04257202148438,19.142837524414062,459.88189697265625,102.42929077148438
2023-01-31,142.1455535888672,103.12999725341797,153.4136962890625,98.09878540039062,130.947509765625,148.0572509765625,242.02346801757812,19.5174617767334,472.5671691894531,104.63916778564453
2023-02-01,143.2686004638672,105.1500015258789,151.0686492919922,99.6768798828125,130.6013641357422,152.1818389892578,246.8480987548828,20.922054290771484,470.4939880371094,103.4936294555664
2023-02-02,148.57852172851562,112.91000366210938,148.99693298339844,106.93205261230469,129.9932098388672,187.6134033203125,258.4214172363281,21.687286376953125,445.71966552734375,100.2555160522461
2023-02-03,152.20384216308594,103.38999938964844,149.38482666015625,103.99425506591797,132.00473022460938,185.38714599609375,252.31739807128906,21.078899383544922,446.8462219238281,100.95002746582031
2023-02-06,149.4749755859375,102.18000030517578,149.55233764648438,102.12833404541016,132.78131103515625,184.92001342773438,250.7742462158203,21.06791114807129,449.8945007324219,100.77865600585938
2023-02-07,152.35159301757812,102.11000061035156,153.47540283203125,106.83280944824219,134.39993286132812,190.44595336914062,261.3122863769531,22.15082359313965,451.4469909667969,103.65599822998047
2023-02-08,149.66217041015625,100.05000305175781,149.86973571777344,98.62482452392578,133.45492553710938,182.30615234375,260.501708984375,22.18279266357422,457.4488525390625,102.75401306152344
2023-02-09,148.62774658203125,98.23999786376953,148.49447631835938,94.29752349853516,131.37789916992188,176.82989501953125,257.4643249511719,22.314659118652344,459.8250427246094,103.14186096191406
2023-02-10,148.9928436279297,97.61000061035156,151.60646057128906,93.86080932617188,131.9579620361328,173.08297729492188,256.95648193359375,21.243732452392578,467.8905944824219,107.48942565917969
2023-02-13,151.79490661621094,99.54000091552734,150.76011657714844,93.9005126953125,133.38946533203125,178.33062744140625,264.98455810546875,21.76620864868164,468.9319763183594,107.0713119506836
2023-02-14,151.15357971191406,99.69999694824219,151.91500854492188,93.96998596191406,133.97889709472656,178.38034057617188,265.8146667480469,22.948026657104492,466.54638671875,105.81700134277344
2023-02-15,153.255126953125,101.16000366210938,150.31410217285156,96.21304321289062,134.54025268554688,176.0745391845703,263.6900329589844,22.741235733032227,465.0506286621094,105.4988784790039
2023-02-16,151.65676879882812,98.1500015258789,148.14404296875,94.79376983642578,132.68777465820312,171.38348388671875,256.6699523925781,21.979997634887695,461.3585510253906,105.18983459472656
2023-02-17,150.51226806640625,97.19999694824219,144.83554077148438,93.6424560546875,133.08071899414062,171.82077026367188,252.66542053222656,21.366609573364258,472.4630432128906,101.14511108398438
2023-02-21,146.49659729003906,94.58000183105469,143.190185546875,91.10165405273438,130.63876342773438,171.02569580078125,247.38807678222656,20.63434410095215,465.10736083984375,101.04515075683594
2023-02-22,146.92088317871094,95.79000091552734,142.61209106445312,90.96269989013672,129.6376495361328,170.07156372070312,246.25230407714844,20.733245849609375,462.81646728515625,99.73629760742188
2023-02-23,147.40432739257812,95.81999969482422,144.01730346679688,90.20841217041016,130.67620849609375,170.98590087890625,249.44419860839844,23.640329360961914,465.4671936035156,100.65428924560547
2023-02-24,144.75025939941406,93.5,144.44419860839844,88.46160125732422,131.85508728027344,169.34603881835938,244.01016235351562,23.262712478637695,458.4996643066406,100.66340637207031
2023-02-27,145.94407653808594,93.76000213623047,144.808837890625,89.1960678100586,133.005859375,168.50123596191406,244.9305419921875,23.477497100830078,457.5435791015625,100.48162841796875
2023-02-28,145.44093322753906,94.2300033569336,142.9856414794922,89.38463592529297,134.1192169189453,173.86814880371094,244.2060089111328,23.192781448364258,450.5571594238281,99.89990234375
2023-03-01,143.3689727783203,92.16999816894531,144.12403869628906,89.6823959350586,133.37074279785156,172.3574676513672,241.12185668945312,22.675302505493164,449.87554931640625,100.7906494140625
2023-03-02,143.96096801757812,92.12999725341797,144.5775909423828,91.31008911132812,131.98605346679688,173.46066284179688,245.86068725585938,23.29068374633789,452.2232971191406,101.25419616699219
2023-03-03,149.01255798339844,94.9000015258789,146.71212768554688,92.94770812988281,134.40927124023438,184.114990234375,249.9532928466797,23.866107940673828,453.03741455078125,102.53578186035156
2023-03-06,151.77516174316406,93.75,147.7882537841797,94.4166259765625,133.6233673095703,183.76712036132812,251.50027465820312,23.530445098876953,455.1390075683594,103.44470977783203
2023-03-07,149.574951171875,93.55000305175781,145.88502502441406,93.1561508178711,129.69383239746094,183.3795166015625,248.83712768554688,23.268659591674805,448.6070556640625,101.445068359375
2023-03-08,150.82797241210938,93.91999816894531,144.96005249023438,93.543212890625,128.9266357421875,183.83668518066406,248.39654541015625,24.160921096801758,445.5019226074219,99.96351623535156
2023-03-09,148.57843017578125,92.25,142.75437927246094,91.627685546875,121.94697570800781,180.57679748535156,247.04537963867188,23.41653823852539,440.1154479980469,99.19092559814453
2023-03-10,146.51637268066406,90.7300033569336,142.00729370117188,89.95035552978516,125.04383087158203,178.41015625,243.39337158203125,22.9459285736084,437.3317565917969,97.96389770507812
