Date,AAPL,ABBV,ABT,ADBE,AMAT,AMD,AMZN,AON,AVGO,AXP,BA,BAC,BKNG,BLK,BMY,BX,C,CAT,CB,CHTR,CL,CMCSA,CME,COP,COST,CRM,CSCO,CVX,D,DE,DHR,DIS,DUK,EL,EOG,FDX,GE,GOOGL,GS,HAL,HD,HON,ICE,INTC,INTU,JNJ,JPM,KMB,KO,KR,LIN,LLY,LMT,LOW,MA,MAR,MCD,MCO,MDLZ,META,MO,MPC,MRK,MS,MSFT,NEE,NFLX,NKE,NOW,NVDA,OKE,ORCL,PANW,PEP,PFE,PG,PM,PSX,PYPL,QCOM,RTX,SBUX,SCHW,SHOP,SLB,SPGI,T,TGT,TMO,TMUS,TRV,TXN,UNH,UPS,V,VZ,WFC,WMB,WMT,XOM
2022-12-08,140.5299072265625,148.7181854248047,100.86095428466797,332.5799865722656,105.7204818725586,70.47000122070312,90.3499984741211,299.924072265625,50.45341110229492,148.47735595703125,179.0800018310547,29.98523712158203,1978.388427734375,654.3667602539062,69.94205474853516,72.19750213623047,40.07196807861328,219.40220642089844,210.47732543945312,374.30999755859375,72.76797485351562,31.780099868774414,155.0460205078125,101.48023223876953,462.0543518066406,128.775390625,44.87724304199219,152.99053955078125,50.174747467041016,425.01959228515625,237.4691925048828,91.03242492675781,89.21055603027344,229.6425323486328,110.2010726928711,160.91119384765625,51.32235336303711,93.00726318359375,332.093505859375,32.57307815551758,300.29052734375,188.51055908203125,100.3957748413086,27.424060821533203,397.4073791503906,161.75218200683594,123.4118423461914,122.09319305419922,58.30495834350586,44.38790512084961,321.7547607421875,363.0633544921875,447.3247985839844,191.82533264160156,345.05047607421875,155.89480590820312,255.0630340576172,282.6773376464844,62.566307067871094,114.62338256835938,36.815773010253906,101.96580505371094,101.35762023925781,80.13743591308594,241.62303161621094,78.5934066772461,31.025999069213867,105.60409545898438,396.2300109863281,17.151830673217773,54.77969741821289,77.15155792236328,80.38999938964844,166.4561309814453,43.52959060668945,140.28269958496094,88.58906555175781,90.52166748046875,74.04882049560547,113.73800659179688,92.98729705810547,96.46424865722656,76.82212829589844,38.63999938964844,46.30485153198242,344.18353271484375,16.14828109741211,138.94366455078125,563.0340576171875,138.9356689453125,177.34129333496094,161.0292510986328,518.6981811523438,154.21115112304688,204.42697143554688,30.315181732177734,39.36914825439453,29.051097869873047,47.90949630737305,94.18516540527344
2022-12-09,140.0471954345703,146.0930633544922,101.4175033569336,330.6400146484375,104.48426818847656,68.58999633789062,89.08999633789062,299.0533142089844,51.749237060546875,148.265380859375,179.5399932861328,29.929780960083008,1987.4598388671875,657.6318969726562,69.0226821899414,71.67692565917969,40.22441101074219,215.95326232910156,208.7008056640625,380.57000732421875,72.43272399902344,32.098175048828125,156.4722137451172,99.15503692626953,463.5899963378906,129.7451934814453,44.39173126220703,148.10653686523438,50.1661376953125,417.2279968261719,235.3026123046875,91.84881591796875,89.12174987792969,227.5507354736328,107.63558197021484,162.39064025878906,49.984519958496094,92.13385772705078,333.0765686035156,30.835594177246094,296.9456481933594,186.99082946777344,99.3287582397461,27.231204986572266,391.9859313964844,160.41946411132812,122.7431411743164,121.59325408935547,57.69276428222656,43.46199035644531,319.4278564453125,352.51678466796875,445.6659240722656,190.1385040283203,342.7511291503906,156.37997436523438,253.8035888671875,280.8341979980469,62.07570266723633,115.18988800048828,36.69792175292969,100.07356262207031,99.46487426757812,80.84220886230469,239.68927001953125,77.44786834716797,32.000999450683594,103.76437377929688,393.5799865722656,16.983999252319336,54.292720794677734,76.94921112060547,79.44999694824219,165.84024047851562,43.47916030883789,139.91189575195312,88.6151123046875,87.9199447631836,73.40031433105469,111.21568298339844,91.84703063964844,94.65101623535156,76.41049194335938,38.380001068115234,43.5684928894043,338.2716979980469,16.122943878173828,137.2047119140625,555.380859375,136.77162170410156,175.38572692871094,159.11181640625,510.4433898925781,152.5027313232422,204.03590393066406,30.560317993164062,39.29517364501953,28.76861572265625,46.79210662841797,93.39142608642578
2022-12-12,142.3425750732422,148.1178741455078,103.2853012084961,338.1700134277344,106.46027374267578,70.66999816894531,90.55000305175781,300.93170166015625,52.88070297241211,151.55055236816406,186.27000427246094,30.253293991088867,2046.513671875,659.7528686523438,69.0751953125,75.32106018066406,41.04037094116211,221.4354705810547,208.8928680419922,384.3999938964844,73.20567321777344,33.18871307373047,158.27468872070312,100.7412338256836,468.0625305175781,131.724365234375,45.16122055053711,149.6492919921875,51.629459381103516,419.37738037109375,238.9281463623047,93.10782623291016,90.87133026123047,231.36517333984375,109.7499008178711,167.139892578125,51.06460189819336,92.61026000976562,336.8233642578125,32.04062271118164,303.8948669433594,189.52670288085938,101.18402862548828,27.665132522583008,402.7210693359375,162.3363800048828,124.64706420898438,123.16449737548828,58.45115661621094,43.686458587646484,323.1201171875,358.62994384765625,448.1910705566406,193.25772094726562,351.9284973144531,158.3303680419922,258.0765380859375,283.82818603515625,62.371925354003906,114.0071792602539,36.89433288574219,104.17654418945312,99.63858795166016,82.33309936523438,246.61370849609375,79.31739044189453,31.51799964904785,106.27738952636719,401.6400146484375,17.51746368408203,56.34311294555664,78.31747436523438,80.88999938964844,166.62823486328125,43.84904479980469,141.3488006591797,89.05779266357422,91.5713119506836,73.62979125976562,113.23353576660156,93.05270385742188,95.49718475341797,76.86042785644531,38.380001068115234,45.54423141479492,338.700927734375,16.300304412841797,135.1774444580078,562.6869506835938,137.5734405517578,176.76498413085938,162.05191040039062,516.7481079101562,156.70074462890625,209.7942657470703,31.00973129272461,39.62803268432617,29.298263549804688,47.66476058959961,95.69146728515625
2022-12-13,143.30804443359375,147.64303588867188,105.20970916748047,342.4599914550781,108.89376831054688,71.6500015258789,92.48999786376953,303.2698974609375,54.249671936035156,151.75286865234375,187.1300048828125,30.27178192138672,2014.8616943359375,673.6320190429688,67.72679138183594,76.20695495605469,41.77564239501953,223.74424743652344,208.4222869873047,392.67999267578125,73.33602905273438,33.36138153076172,155.8597412109375,102.21026611328125,468.5616760253906,134.20823669433594,45.47267150878906,152.98170471191406,51.629459381103516,419.5117492675781,241.71502685546875,93.14716339111328,91.56405639648438,234.88623046875,112.75772094726562,166.67819213867188,50.862091064453125,94.9128646850586,341.93353271484375,34.562774658203125,308.4443359375,189.93312072753906,102.26065063476562,27.703699111938477,419.985595703125,163.5869598388672,124.52633666992188,123.83406066894531,58.46942901611328,42.50801467895508,329.2738952636719,350.2415466308594,442.5693359375,199.0437469482422,350.92620849609375,158.28187561035156,255.89334106445312,294.15570068359375,62.57555389404297,119.4138412475586,36.776493072509766,104.09223175048828,101.41246795654297,83.76976776123047,250.9207763671875,79.86724853515625,32.034000396728516,107.01708984375,416.1700134277344,18.05392837524414,57.205989837646484,77.62369537353516,80.375,166.5376739501953,44.61404800415039,141.13558959960938,88.81475830078125,91.62513732910156,73.53001403808594,115.36349487304688,93.36115264892578,94.94856262207031,74.42890930175781,38.779998779296875,47.3530158996582,348.9442138671875,16.14828109741211,135.93431091308594,566.434326171875,135.81515502929688,176.7083282470703,162.0701446533203,509.5155334472656,157.83399963378906,208.27890014648438,30.93619728088379,39.4061279296875,29.827911376953125,47.494102478027344,96.73777770996094
2022-12-14,141.08164978027344,147.70574951171875,104.95499420166016,339.9200134277344,106.72308349609375,68.93000030517578,91.58000183105469,299.50341796875,54.57268142700195,148.4677276611328,188.25,29.837345123291016,1974.4920654296875,661.8831787109375,67.54293823242188,73.6131362915039,41.22867202758789,222.78463745117188,208.21102905273438,328.3399963378906,73.88546752929688,32.12543487548828,153.05104064941406,101.72359466552734,464.0699462890625,133.34727478027344,45.16122055053711,151.92381286621094,51.018314361572266,420.7111511230469,239.5746307373047,92.60618591308594,91.7416763305664,235.8895263671875,112.73086547851562,167.799560546875,50.045101165771484,94.35707092285156,334.2265930175781,34.142417907714844,308.94464111328125,189.72108459472656,100.263671875,27.250492095947266,410.7013854980469,164.08900451660156,123.9040756225586,124.1822280883789,58.46942901611328,41.86267852783203,328.850830078125,354.96795654296875,447.1496887207031,199.8824462890625,351.2799987792969,154.604248046875,256.1266174316406,290.2451477050781,62.260841369628906,120.84501647949219,37.02790069580078,103.92362213134766,102.67344665527344,81.77289581298828,251.21372985839844,79.77561950683594,31.783000946044922,105.6894302368164,418.3900146484375,17.656326293945312,56.889892578125,78.83778381347656,80.11499786376953,166.0757293701172,45.79938888549805,141.69180297851562,88.936279296875,90.86256408691406,72.46248626708984,113.70063018798828,93.41722106933594,95.0229721069336,74.01728057861328,38.2400016784668,46.77791213989258,345.18829345703125,15.962472915649414,137.4119415283203,562.6155395507812,137.5348358154297,176.3209991455078,160.53622436523438,509.6481628417969,158.2288818359375,208.55267333984375,30.601179122924805,38.99931716918945,29.766115188598633,47.230037689208984,96.02519989013672
2022-12-15,134.47132873535156,146.12890625,102.3702621459961,328.7099914550781,101.77823638916016,66.52999877929688,88.44999694824219,297.0771789550781,53.01085662841797,144.72012329101562,183.72000122070312,29.36594009399414,1934.0439453125,649.4736938476562,65.66917419433594,70.69054412841797,40.00920486450195,219.15516662597656,205.10702514648438,313.42999267578125,72.52584075927734,31.452945709228516,150.9073944091797,101.43519592285156,445.24871826171875,129.0821533203125,44.107757568359375,150.7865753173828,50.64817428588867,412.41094970703125,235.94908142089844,89.0062026977539,91.04006958007812,227.73057556152344,113.35749816894531,163.1821746826172,48.41112518310547,90.17863464355469,324.442138671875,34.273193359375,303.5428466796875,184.6405487060547,98.61399841308594,26.180139541625977,388.7506408691406,162.01690673828125,120.82992553710938,121.78961181640625,57.66534423828125,40.674888610839844,318.0721435546875,351.55987548828125,441.2514343261719,196.0282440185547,340.21612548828125,150.80052185058594,253.5143280029297,279.751708984375,61.45549392700195,115.43836212158203,36.8864860534668,103.85806274414062,100.90624237060547,79.32421875,243.19544982910156,78.63923645019531,29.041000366210938,102.90140533447266,400.6400146484375,16.93504524230957,55.258113861083984,77.15155792236328,76.29499816894531,163.25889587402344,45.06801223754883,140.08802795410156,87.90332794189453,91.03302764892578,69.60907745361328,108.96427917480469,92.05265808105469,92.97726440429688,73.76839447021484,36.38999938964844,46.4810905456543,336.1546936035156,15.599306106567383,132.98802185058594,549.2850341796875,135.44802856445312,173.42071533203125,155.23126220703125,499.53765869140625,155.5675811767578,203.26356506347656,30.862648010253906,38.25038146972656,29.571914672851562,46.808197021484375,95.10519409179688
2022-12-16,132.5109100341797,143.78150939941406,100.85152435302734,338.5400085449219,101.9437255859375,65.41000366210938,87.86000061035156,292.2832946777344,52.81230163574219,140.94366455078125,184.6999969482422,29.301237106323242,1907.3409423828125,651.3713989257812,64.3470230102539,68.85478973388672,39.76710510253906,221.11244201660156,204.05625915527344,304.9599914550781,72.41410064697266,31.343891143798828,149.7261505126953,99.5335693359375,442.8876647949219,126.93475341796875,43.79630661010742,148.7412872314453,50.458805084228516,413.6583557128906,228.9163818359375,88.6029281616211,89.11284637451172,228.0524139404297,112.58763885498047,161.8157958984375,47.69856262207031,89.5831298828125,321.2147521972656,33.488521575927734,299.59564208984375,185.32086181640625,97.20549774169922,25.958356857299805,377.42724609375,160.35557556152344,120.07762908935547,120.80764770507812,57.336402893066406,41.4511604309082,316.9471435546875,351.423095703125,444.0162353515625,194.25660705566406,339.81329345703125,149.22853088378906,248.2803955078125,274.778076171875,61.242610931396484,118.6982650756836,36.580081939697266,102.80888366699219,100.5104751586914,78.4839096069336,238.976318359375,77.1087875366211,29.070999145507812,100.4737319946289,394.3699951171875,16.554426193237305,55.09579086303711,76.6794204711914,75.5,163.3404083251953,43.210147857666016,139.4668731689453,87.04400634765625,90.28838348388672,69.10025787353516,106.99311828613281,91.9124526977539,91.89861297607422,74.85012817382812,36.09000015258789,45.80396270751953,331.2965087890625,15.616196632385254,131.95187377929688,532.076171875,137.5348358154297,172.69329833984375,154.81126403808594,495.77001953125,152.9835205078125,202.26637268066406,30.331527709960938,38.08395767211914,28.5567626953125,45.967742919921875,94.43772888183594
2022-12-19,130.4027099609375,144.68641662597656,100.54963684082031,328.760009765625,101.22340393066406,64.58999633789062,84.91999816894531,290.6201477050781,52.651371002197266,139.70086669921875,185.67999267578125,29.63399314880371,1900.3453369140625,644.1620483398438,64.05810546875,67.11034393310547,39.390499114990234,220.70388793945312,204.32620239257812,306.1600036621094,72.61898040771484,30.88040542602539,149.34115600585938,99.5335693359375,440.18109130859375,127.66703796386719,43.42072296142578,149.76394653320312,51.001094818115234,415.17449951171875,226.02468872070312,84.3734359741211,89.01519012451172,223.60382080078125,112.37278747558594,159.04539489746094,47.950416564941406,87.77677917480469,319.6010437011719,33.684688568115234,294.0269775390625,185.02928161621094,96.74243927001953,25.833003997802734,375.99591064453125,160.18211364746094,120.79277038574219,121.11116027832031,57.418636322021484,41.52598190307617,314.4664611816406,349.3822021484375,444.0162353515625,191.45777893066406,335.3131408691406,146.8803253173828,248.0098419189453,271.4233703613281,60.81678771972656,113.77859497070312,36.43865966796875,104.04541015625,100.73136901855469,77.30022430419922,234.8353271484375,76.54060363769531,28.829999923706055,97.7236328125,382.29998779296875,16.23774528503418,54.138946533203125,77.56588745117188,75.26000213623047,164.24612426757812,43.176513671875,139.42977905273438,87.33045959472656,90.26148223876953,68.79096984863281,105.1994857788086,91.16476440429688,91.4057846069336,74.91712951660156,35.5,46.221370697021484,327.4528503417969,15.084117889404297,130.33006286621094,525.8571166992188,136.81988525390625,173.36404418945312,153.03990173339844,495.67529296875,153.18093872070312,200.2426300048828,30.257978439331055,38.66645431518555,28.309589385986328,45.98384475708008,94.86162567138672
2022-12-20,130.33377075195312,143.87109375,100.45531463623047,338.2200012207031,100.74644470214844,65.05000305175781,85.19000244140625,291.3539733886719,52.11396026611328,140.3656005859375,188.2899932861328,29.7541561126709,1926.9794921875,643.3154296875,63.61153793334961,66.75414276123047,39.28290557861328,223.4116973876953,206.9674835205078,309.2900085449219,72.34890747070312,31.271181106567383,148.0374298095703,101.52533721923828,439.4037170410156,127.11287689208984,43.39324188232422,152.2235565185547,51.28514862060547,417.75567626953125,223.29896545410156,85.59310150146484,88.9974136352539,224.9289093017578,113.232177734375,154.87088012695312,49.34482955932617,88.35243225097656,319.4897155761719,34.95510482788086,291.7198486328125,186.86712646484375,96.84855651855469,25.495502471923828,379.4860534667969,160.35557556152344,121.37787628173828,120.86119079589844,57.37295913696289,41.6943244934082,316.27410888671875,351.19854736328125,448.0344543457031,189.28094482421875,336.97369384765625,145.94882202148438,249.33462524414062,268.068603515625,60.95564270019531,116.37260437011719,36.48579025268555,105.8626937866211,100.97987365722656,76.94784545898438,236.15380859375,76.54060363769531,28.819000244140625,97.87535095214844,386.4700012207031,16.068912506103516,54.25000762939453,77.98985290527344,74.63999938964844,164.14649963378906,43.14289093017578,139.48545837402344,87.59955596923828,92.08267974853516,68.6014175415039,104.72303771972656,91.7629165649414,91.12682342529297,76.1615982055664,35.9900016784668,48.01160430908203,323.9895935058594,15.261474609375,129.06866455078125,524.2007446289062,135.5832977294922,175.5179901123047,151.6520233154297,492.4662170410156,149.06019592285156,200.77053833007812,30.225299835205078,37.889801025390625,28.5567626953125,46.38636779785156,96.23265838623047
2022-12-21,133.4369354248047,145.33152770996094,102.01180267333984,341.3800048828125,103.08258056640625,67.68000030517578,86.7699966430664,296.46075439453125,53.76258087158203,141.71438598632812,196.0,30.20707893371582,1939.1700439453125,663.2040405273438,64.20693969726562,69.26575469970703,40.1795768737793,229.6730194091797,210.88128662109375,321.3399963378906,73.55953216552734,31.88007354736328,151.25735473632812,104.7968521118164,443.47314453125,128.94363403320312,43.65889358520508,154.01315307617188,51.68971252441406,423.78179931640625,227.99908447265625,85.49473571777344,90.5160903930664,230.82568359375,116.38322448730469,160.18557739257812,50.97265625,88.90823364257812,324.7482604980469,36.08540344238281,295.90789794921875,190.0568084716797,98.93236541748047,25.871572494506836,385.6133728027344,162.1903076171875,122.7431411743164,122.2717514038086,58.29582214355469,41.582096099853516,316.02410888671875,359.37213134765625,449.4168395996094,190.76046752929688,339.6659240722656,144.3380584716797,250.1836700439453,275.4217529296875,61.91834259033203,119.02623748779297,36.55797576904297,107.30530548095703,102.26847076416016,78.4929428100586,238.72238159179688,77.576171875,29.79599952697754,109.79564666748047,391.9100036621094,16.484495162963867,55.5400505065918,78.5294418334961,73.70999908447266,165.29678344726562,43.428714752197266,140.76475524902344,88.36434173583984,92.71965026855469,69.05036926269531,107.04916381835938,93.23966217041016,91.74982452392578,77.7793960571289,36.189998626708984,49.4493408203125,329.1990966796875,15.329038619995117,128.2127227783203,535.4981079101562,136.67498779296875,178.94729614257812,154.0625457763672,499.4051513671875,151.67855834960938,202.18817138671875,30.870824813842773,38.01924133300781,29.104063034057617,46.750240325927734,97.4683837890625
