Date,AAPL,AMZN,CVX,GOOGL,JPM,META,MSFT,NVDA,UNH,XOM
2022-12-09,-0.003440961477252829,-0.014043946522882085,-0.03244402523175479,-0.009434929122112126,-0.0054329998207750295,0.0049302130275842146,-0.008035541125636387,-0.009833344633548954,-0.016042612294845392,-0.008463227179862908
2022-12-12,0.01625717666226524,0.016255164405059676,0.01036264364917891,0.005157357056062492,0.015392491100486346,-0.010320677410321347,0.02847992670895906,0.03092674006259347,0.012276093088312741,0.024329590177928274
2022-12-13,0.00675949813290694,0.021198289437405628,0.022023831778914937,0.024559241722019686,-0.000969391852078331,0.04633382601823418,0.017313832743771636,0.030164991478531664,-0.014095193855501542,0.010874861941372724
2022-12-14,-0.01565789238738307,-0.009887580246293281,-0.006939172457072546,-0.005872963933030425,-0.005009182285841512,0.011913813849520522,0.0011670152363664251,-0.022269258232721134,0.000260151213760562,-0.007393339473918527
2022-12-15,-0.047987364863365516,-0.03477554111983318,-0.0075138359649277115,-0.045293680013025195,-0.02512388605992415,-0.045772335187842475,-0.03243864784467438,-0.04170888359086692,-0.02003774260017889,-0.009626990437417049
2022-12-16,-0.014685796523445782,-0.006692740608663019,-0.01365726679886462,-0.006625512836242185,-0.006245476931286099,0.02784796105182284,-0.017501042415917347,-0.02273176324348039,-0.007570777569673736,-0.007043163351401209
2022-12-19,-0.01603766588267884,-0.03403503022155705,0.006851999278098302,-0.020370028125034433,0.005937930044065594,-0.04233027764777571,-0.017479862707445323,-0.019314789119469974,-0.00019114937809534778,0.004478997080213278
2022-12-20,-0.0005290378703817324,0.003174469440173832,0.01629004590187405,0.006536736538629831,0.004832188206412772,0.022542740848890228,0.005598790731959538,-0.01045186287678778,-0.006495321593462685,0.014349364436958658
2022-12-21,0.023530579090243715,0.018376816404560806,0.011687900528654637,0.006271112835881211,0.01118532777816516,0.022546867508121755,0.010817968707174105,0.02553374088852255,0.013992136747461798,0.012759192982183698
2022-12-22,-0.024059779853124554,-0.034947221566029855,-0.015110710336688619,-0.020526339242559064,-0.011414654779859737,-0.022290757149181856,-0.02586019576274936,-0.07302245099949337,-0.000853307262179959,-0.02038023931716039
2022-12-23,-0.0028018490861839523,0.017274436611979943,0.030447634334362157,0.01661158011840495,0.004733900990596283,0.00782466848406278,0.002264395813912503,-0.008708446556399844,0.007974211366289879,0.026101364359464
2022-12-27,-0.013975860405746927,-0.026265685720911106,0.012492040457652906,-0.020836539873817103,0.0034975226579546607,-0.009875915723976145,-0.0074417193135238565,-0.0740270185226079,0.0012791048459963635,0.013798325567351681
2022-12-28,-0.03116577127439224,-0.014800721671305868,-0.014862302504612944,-0.015801117689880576,0.00545058483408327,-0.010838693225812329,-0.01030798266432639,-0.006037604757017015,-0.006676420720623374,-0.016562582887574517
2022-12-29,0.027930524094668414,0.028435658196292006,0.007542919417839283,0.027857641422588463,0.005721133316821519,0.03934705728017492,0.027254794482672033,0.039601525904817476,0.0027021167962500274,0.007537620202359664
2022-12-30,0.0024659813794739157,-0.002140568124387558,0.006539756441003481,-0.0024902402081658495,0.006583909571287466,0.0006649713471765558,-0.004949604679854819,0.0007529992652307177,0.0005660589980716107,0.01002283773779832
2023-01-03,-0.03812216252411255,0.021435277164066735,-0.03112165748967397,0.010036709409668824,0.007577402701395234,0.03591048341771183,-0.0010012929912285176,-0.02067225459415474,-0.02200634842159085,-0.034965036996576514
2023-01-04,0.01026127441195185,-0.007955122776173124,-0.010689830630322228,-0.01173840096471765,0.00928194706377788,0.02086470895863096,-0.044728690230130624,0.02986748715258753,-0.02764230491386593,0.002906321112939767
2023-01-05,-0.010661241939276938,-0.02401157339665977,0.017848509313513835,-0.021575362289540517,-0.00022150520436536013,-0.0033816639479653373,-0.030085948487354606,-0.03336634999368982,-0.029244160184994785,0.022127274899752677
